,search_topic,page_num,image_url,image_title,image_author,image_favs,image_com,image_views,private_collections,tags,location,description,image_px,image_size,published_date,last_comment
10,Fantasy art,0,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/6ff2ccfb-d302-4348-87bc-8b9568748e63/dcp5t9t-04906e7a-0e0f-4dcf-95ec-3cdb067ab89e.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzZmZjJjY2ZiLWQzMDItNDM0OC04N2JjLThiOTU2ODc0OGU2M1wvZGNwNXQ5dC0wNDkwNmU3YS0wZTBmLTRkY2YtOTVlYy0zY2RiMDY3YWI4OWUuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.0OWbUAUg5E4WEYGN831yTpCG3jGvUl-JTv3MgtsC2Uc,Forgotten Kingdoms V,JJcanvas,2100,22,65300,0,"['castle', 'digitalart', 'digitaldrawing', 'digitalillustration', 'digitalpainting', 'environment', 'epic', 'epicfantasy', 'fantasy', 'fantasyart', 'fantasylandscape', 'forgotten', 'landscape', 'scenery', 'forgottenkingdom', 'jorgejacinto', 'jjcanvas', 'art']",,New piece on the same theme as before! Website - www.jorgejacinto.com Instagram - www.instagram.com/jjcanvas_art… Artstation - www.artstation.com/artist/jjca… Facebook - www.facebook.com/JJcanvasArt Twitter - twitter.com/JJcanvas Youtube - www.youtube.com/blinckart Tumblr - jjcanvas.tumblr.com/ Prints - www.inprnt.com/gallery/jjcanva…,1400x844,932.19,2018-10-11T14:22:57.000Z,Nice!!! Check out my youtube channle: https://www.youtube.com/shorts/8zfg-eFZ8Sw
11,Fantasy art,0,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/023f46e8-bc77-48ad-9eb7-40e9061c8335/dcwsece-ef27e73e-670b-43c3-a36f-5916b8ae0134.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzAyM2Y0NmU4LWJjNzctNDhhZC05ZWI3LTQwZTkwNjFjODMzNVwvZGN3c2VjZS1lZjI3ZTczZS02NzBiLTQzYzMtYTM2Zi01OTE2YjhhZTAxMzQuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.-tH8ho-Odt-mywalpVTz7qEEt-2XVp_1FtpvbRmuw5c,Fallen City,Valentina-Remenar,2100,48,46900,0,"['darkart', 'dragon', 'elves', 'fantasy', 'mountains', 'photoshop', 'ruins', 'statues', 'art', 'cintiq27qhd', 'digitalart', 'digitalpainting', 'illustration', 'tincekmarincek', 'valentinaremenar']",,"And here’s second drawing which I did last year for Enchanted Forest artbook (first one you can check below). I struggled a bit with this one since I changed concept many times along the way but I’m happy with the final version and after a long time I managed to draw a dragon again. Enjoy. TOOLS & INFO Adobe Photoshop CC tablet Wacom Cintiq 27QHD Original size is 4949 x 7000px Textures from Photobash.org I hope you like it and comments are welcome. Drawing by Valentina Remenar | Fallen City © Copyrighted | All Rights Reserved | 2018 | Check my work on sites below also: Commercial use and distribution of this work is strictly prohibited. Uploading, editing, rendering, manipulating my work, erasing my logotype and signature, making prints etc. is also strictly prohibited. Offenders will be reported. OFFICIAL SITE | YOUTUBE | TWITTER | TUMBLR | INSTAGRAM | ARTSTATION",848x1200,1.37,2019-01-11T16:00:09.000Z,great work
12,Fantasy art,0,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/91dda5fd-93d0-4124-abe4-50bdf8e54899/der9s5u-5f360566-cc00-4143-9a30-6bfeaf4d98c7.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzkxZGRhNWZkLTkzZDAtNDEyNC1hYmU0LTUwYmRmOGU1NDg5OVwvZGVyOXM1dS01ZjM2MDU2Ni1jYzAwLTQxNDMtOWEzMC02YmZlYWY0ZDk4YzcuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.H0nTA9HiYsJxozHmHxLxTPJ3oIP5y7WJltaH_vFjcMM,Legendary Sword,Nele-Diel,2200,156,975000,1,"['diel', 'digital', 'dream', 'environment', 'fantasy', 'flowers', 'forest', 'leaves', 'light', 'magical', 'mystery', 'mystical', 'narue', 'nele', 'painting', 'stone', 'sun', 'sword', 'tree', 'wonder', 'illustration', 'art']",,a personal illustration that I did between client work ______ portfolio: www.nelediel.com e-mail: contact@nelediel.com,1200x800,875.17,2021-09-19T11:15:07.000Z,Is that thee master sword or the four sword?
13,Fantasy art,0,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/e2bd347b-177f-44cc-bed2-1a8302fed758/dd41ykh-55c14b7e-74ed-41d5-bc2a-db27763378e5.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcL2UyYmQzNDdiLTE3N2YtNDRjYy1iZWQyLTFhODMwMmZlZDc1OFwvZGQ0MXlraC01NWMxNGI3ZS03NGVkLTQxZDUtYmMyYS1kYjI3NzYzMzc4ZTUucG5nIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.0zj5DSOjkyhFA1eJkgou9jIYkXBBE4bwNORKO_ja3gk,seeker,clockbirds,3300,42,54500,0,"['illustration', 'blue', 'dragon', 'fantasy', 'forest', 'landscape', 'nature', 'night', 'river', 'rocks', 'clockbirds']",,"last art piece for a bit! uni will be kicking my butt for the rest of this month so i'm gonna go into hiding with a dragon i know until it all blows over. program: photoshop working canvas size: 7656 × 3508, 300 dpi || FIND ME IN OTHER PLACES || tumblr | instagram | twitter | youtube || STORE || redbubble || MORE ART ||",1700x779,1.79,2019-04-07T21:26:58.000Z,Love it!
14,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/487c48b0-ee17-44a3-92ef-95ebc8023ce6/de5mg52-82ec0f5c-d130-4269-a3ce-8596beb0ec19.jpg/v1/fill/w_1280,h_726,q_75,strp/portal_by_shahzebkr_de5mg52-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NzI2IiwicGF0aCI6IlwvZlwvNDg3YzQ4YjAtZWUxNy00NGEzLTkyZWYtOTVlYmM4MDIzY2U2XC9kZTVtZzUyLTgyZWMwZjVjLWQxMzAtNDI2OS1hM2NlLTg1OTZiZWIwZWMxOS5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.siVCcnOul-MC7mcJ0WYBgzT0lYbcOcPk-6ecRuqDJGQ",PORTAL,ShahzebKR,2300,72,609500,3,"['2d', 'arch', 'character', 'conceptart', 'deviant', 'deviation', 'digital', 'digitalart', 'fantasy', 'fantasyart', 'forest', 'illustration', 'magical', 'motion', 'myth', 'mythology', 'photoshop', 'portal', 'ruins', 'storytelling', 'time', 'visualdevelopment', 'fantasy2d', 'visdev', '2ddigital', 'art', 'fantasyill', 'deviantart', 'digitalpainting', 'illustrationdigital']",,Work done For ATEMPROAL PRODUCTIONS here is the link for details: www.atemporalproductions.com/ Hi res and more options: www.artstation.com/artwork/VgG… Instagram: www.instagram.com/atemporalpro… www.instagram.com/shahzeb_khan… PATREON: www.patreon.com/SHAHZEBKHAN YouTube: www.youtube.com/channel/UCYzMb…,1920x1088,1.82,2020-09-23T08:01:34.000Z,I have a free product in my shop that you can buy. The free product is called Mr daniel. Here is the link to my free product: https://ko-fi.com/s/93ac758247
15,Fantasy art,0,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/6ff2ccfb-d302-4348-87bc-8b9568748e63/ddsrf5l-244af5b6-0d4c-47a1-9307-2b0db056e852.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzZmZjJjY2ZiLWQzMDItNDM0OC04N2JjLThiOTU2ODc0OGU2M1wvZGRzcmY1bC0yNDRhZjViNi0wZDRjLTQ3YTEtOTMwNy0yYjBkYjA1NmU4NTIuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.8ILlZYlEdGCQXMmD_6ZOjEcdpBYpdyGBGC1WNIi5z_M,Wisp,JJcanvas,2000,29,45800,0,"['digitalart', 'digitaldrawing', 'digitalpainting', 'fantasy', 'fantasyart', 'fantasyartwork', 'fantasyforest', 'fantasyillustration', 'fantasylandscape', 'forest', 'ironside', 'wisp', 'jorgejacinto', 'jjcanvas', 'art']",,Promotional art for Ironside Computers! Website - www.jorgejacinto.com Instagram - www.instagram.com/jjcanvas_art… Artstation - www.artstation.com/artist/jjca… Twitter - twitter.com/JJcanvas Youtube - www.youtube.com/blinckart Prints - www.inprnt.com/gallery/jjcanva…,1600x901,940.84,2020-03-19T16:56:04.000Z,Pleasing to eyes beyond words.
16,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/5676e946-eac5-462d-8385-566c5e7b4794/d9mqhqb-9d1a5424-41e1-4725-92ff-33f43f620437.jpg/v1/fill/w_1280,h_704,q_75,strp/dreams_of_atlantis_by_flaviobolla_d9mqhqb-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NzA0IiwicGF0aCI6IlwvZlwvNTY3NmU5NDYtZWFjNS00NjJkLTgzODUtNTY2YzVlN2I0Nzk0XC9kOW1xaHFiLTlkMWE1NDI0LTQxZTEtNDcyNS05MmZmLTMzZjQzZjYyMDQzNy5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.zS_uXP6KLHbA9iV71gT6B8hf_nwT_CLFWhCTz_NeCLg",Dreams of Atlantis,flaviobolla,4000,59,90100,0,"['concept', 'art', 'atlantis', 'digitalpainting', 'epicfantasy', 'fantasy', 'steampunk', 'sunset', 'waterfalls']",,"Not so much active here, but this is my first personal piece for 2016 which
 I wanted to share. Exploring with a friend of mine how Atlantis could look like in our minds gave me a lot of inspiration. I changed many elements during the process but the journey to the finished picture was a lot of fun. Hope you like it. Follow me on Facebook to see more stuff like step by step files, tutorials and more: www.facebook.com/ginjisresort twitter.com/FlavioBolla",1400x770,1008.6,2016-01-04T18:15:07.000Z,Amazing work of the city
17,Fantasy art,0,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/b3be1dae-3caa-4d45-be6c-3de586ba95e2/deogvao-f8b9492f-a015-4609-9ce8-556325185e58.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcL2IzYmUxZGFlLTNjYWEtNGQ0NS1iZTZjLTNkZTU4NmJhOTVlMlwvZGVvZ3Zhby1mOGI5NDkyZi1hMDE1LTQ2MDktOWNlOC01NTYzMjUxODVlNTguanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.PXHvm_8-mZI8UkDnQGNXLdiAws45pCTCPmJhaV1uKio,Meteor Shower,BisBiswas,1200,50,480700,0,"['alone', 'artist', 'black', 'clouds', 'dark', 'night', 'sky', 'art', 'aesthetic', 'artwork', 'beautiful', 'conceptart', 'creative', 'digitalart', 'digitaldrawing', 'digitalpainting', 'drawing', 'fantasy', 'fireflies', 'illustration', 'landscape', 'meteor', 'mountains', 'nature', 'painting', 'scenery', 'stars', 'treehouse', 'vibes', 'wallpaper']",,Instagram 👉🏿 www.instagram.com/hereisbis/,1920x1080,270.04,2021-08-02T22:26:33.000Z,Nice art. This art is a 10 out of 10 love it😍😮😁😀! Check out my video: https://dai.ly/x8pyo0b
18,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/36b9a048-0833-460c-a2f0-3a4d1c029340/dekes3t-476b4c35-d299-4810-9a2a-6bd6beb4fa62.jpg/v1/fill/w_1280,h_1748,q_75,strp/world_of_witch____07_by_rajanandepu_dekes3t-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MTc0OCIsInBhdGgiOiJcL2ZcLzM2YjlhMDQ4LTA4MzMtNDYwYy1hMmYwLTNhNGQxYzAyOTM0MFwvZGVrZXMzdC00NzZiNGMzNS1kMjk5LTQ4MTAtOWEyYS02YmQ2YmViNGZhNjIuanBnIiwid2lkdGgiOiI8PTEyODAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.wMPdodXjTAPupmKGbpOH5jTG1enxwstL_4PaM9GdS0Q",world of witch  - 07,Rajanandepu,556,18,26700,0,"['abstractart', 'adventure', 'coverart', 'digitalart', 'digitalpainting', 'epic', 'fantasy', 'illustration', 'jungle', 'nft', 'surrealism', 'coverillustration', 'nfts', 'art', 'nftcommunity', 'nftartist', 'nftartwork']",,sketch and more here twitter.com/RajaNandepu,2500x3414,9.07,2021-05-27T16:08:39.000Z,This is beautiful!
19,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/e090c796-b870-437e-93ec-bc3ea196a4d9/d95d9pd-fb5ddf1b-a850-46f2-847d-4bb21722b0d5.jpg/v1/fill/w_1600,h_800,q_75,strp/torrent_of_gelion_by_ferdinandladera_d95d9pd-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9ODAwIiwicGF0aCI6IlwvZlwvZTA5MGM3OTYtYjg3MC00MzdlLTkzZWMtYmMzZWExOTZhNGQ5XC9kOTVkOXBkLWZiNWRkZjFiLWE4NTAtNDZmMi04NDdkLTRiYjIxNzIyYjBkNS5qcGciLCJ3aWR0aCI6Ijw9MTYwMCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.73BVpjjf7uv9S99K_Z6clwPIyps4x_2SGriU_fAPSVo",Torrent of Gelion,FerdinandLadera,2300,51,43800,0,"['conceptual', 'environment', 'fantasylandscape', 'gelion', 'illustration', 'middleearth']",,"Personal art, fantasy landscape illustration.",6000x3000,21.41,2015-08-12T16:53:53.000Z,This is so remarkable.
20,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/36b9a048-0833-460c-a2f0-3a4d1c029340/de9ysag-ad79d0fb-4de7-4bd9-9223-c7c38feecc5a.png/v1/fill/w_1280,h_693,q_80,strp/jungle_tombs_by_rajanandepu_de9ysag-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NjkzIiwicGF0aCI6IlwvZlwvMzZiOWEwNDgtMDgzMy00NjBjLWEyZjAtM2E0ZDFjMDI5MzQwXC9kZTl5c2FnLWFkNzlkMGZiLTRkZTctNGJkOS05MjIzLWM3YzM4ZmVlY2M1YS5wbmciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.G3TyS8DU1qgsA9V6gmXA2bhAABHAB-YlqYyusaKu2W8",Jungle Tombs,Rajanandepu,1700,39,457100,0,"['artwork', 'bookillustration', 'conceptart', 'conceptdesign', 'coverart', 'creature', 'digitalart', 'digitalpaint', 'fantasy', 'fantasyart', 'fantasycreature', 'fantasyillustration', 'graphicdesign', 'illustration', 'landscape', 'mattepainting', 'painting', 'photoshop', 'visualart', 'witch', 'coverillustration', 'designcharacter', 'environmentdesign', 'artworkdigital', 'art']",,check my twitter to see the sketches of it twitter.com/RajaNandepu,3000x1622,7.05,2020-12-06T07:11:51.000Z,Nice!!! Check out my youtube channle: https://www.youtube.com/shorts/8zfg-eFZ8Sw
21,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/31ca8292-e979-4e41-a025-8b13994f6690/dds6qeh-2cfc00ee-b934-4618-8d8d-1813bb282eee.jpg/v1/fill/w_1920,h_804,q_75,strp/vault_by_darekzabrocki_dds6qeh-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9ODA0IiwicGF0aCI6IlwvZlwvMzFjYTgyOTItZTk3OS00ZTQxLWEwMjUtOGIxMzk5NGY2NjkwXC9kZHM2cWVoLTJjZmMwMGVlLWI5MzQtNDYxOC04ZDhkLTE4MTNiYjI4MmVlZS5qcGciLCJ3aWR0aCI6Ijw9MTkyMCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.LFwVzBoQ2cAkBXn_Bu7VQQ6qQsE-0iGVO4aUxznWvUY",Vault,darekzabrocki,4300,181,562100,1,"['conceptart', 'darek', 'design', 'digitalart', 'digitalpainting', 'environment', 'epic', 'fantasy', 'fantasyart', 'scifi', 'windmill', 'daroz', 'darekzabrocki', 'zabrocki', 'art']",,"Hi guys! It bit a bit over a month since I posted first 2020 personal piece so had to catch up and off hours finished another piece. I am attaching some extras of how I put together all elements while working on that piece. Instead of just pure 2d or 3d I call my techniques in my concept art pieces - ""Hybrid concept art"" - sounds cool haha! But in fact, since a lot of things are back and forth and I build up extra elements to help executing/speed up or make my ideas more accurate the first output render (as you see in attachments) never is the last I use. For mocking things up I use 3dsmax, for more organic assets 3dcoat and Octane for rendering it all out (test and final renders). It relates to both - my professional and personal work, so here is a little behind the scenes with it + of course final painting. Thank you and have a great week! 🤩 Follow me on: www.instagram.com/darekzabrock… www.facebook.com/darek.zabrock… twitter.com/darekzabrocki MY NEWEST CONCEPT ART SCHOOL PROJECT!!! -------------> focalpointschool.com",2560x1071,2.53,2020-03-11T18:20:53.000Z,Extraordinary work!
22,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/882eb67f-8d3f-470f-a043-0225b551ee06/de9cox3-ce8707e3-5bd9-49ae-8e19-21946b6b3b85.png/v1/fill/w_1920,h_1207,q_80,strp/_in_a_search_for_the_black_tower__by_daisanvisart_de9cox3-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MTIwNyIsInBhdGgiOiJcL2ZcLzg4MmViNjdmLThkM2YtNDcwZi1hMDQzLTAyMjViNTUxZWUwNlwvZGU5Y294My1jZTg3MDdlMy01YmQ5LTQ5YWUtOGUxOS0yMTk0NmI2YjNiODUucG5nIiwid2lkdGgiOiI8PTE5MjAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.gMDkcd3SSZDanVA7Q1X2_grGiEJhXiP1LyxaBsy5QsM",'In a search for the Black Tower',DaiSanVisART,2100,81,745600,0,"['abstract', 'beksinski', 'brushwork', 'butterfly', 'colors', 'cover', 'daisan', 'dark', 'darktower', 'digitalart', 'digitalpainting', 'fantasy', 'flowers', 'illustration', 'image', 'landscape', 'magic', 'monk', 'mushroom', 'procreate', 'strange', 'tower', 'town', 'world', 'handzlik', 'art', 'daisanvisart', 'darkfantasy', 'darktown']",,TIMELAPSE VIDEO: www.youtube.com/watch?v=TlND1T… © Copyrights reserved Contact: dhandzlik9@gmail.com Follow my art here: ! PRINTS (recently launched) ! www.redbubble.com/people/DaiSa… Instagram: www.instagram.com/daisanvisart… Facebook: www.facebook.com/idaisanart/ ArtStation: www.artstation.com/daisan Behance: www.behance.net/damianhandzlik… X: twitter.com/DaisanArt,3287x2065,8.1,2020-11-25T17:42:44.000Z,Impressive.
23,Fantasy art,0,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/b3be1dae-3caa-4d45-be6c-3de586ba95e2/df11qtj-12507cc9-2a5d-4d69-aac0-27a9cb223ac9.jpg/v1/fill/w_1600,h_900,q_75,strp/blue_moon_by_bisbiswas_df11qtj-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9OTAwIiwicGF0aCI6IlwvZlwvYjNiZTFkYWUtM2NhYS00ZDQ1LWJlNmMtM2RlNTg2YmE5NWUyXC9kZjExcXRqLTEyNTA3Y2M5LTJhNWQtNGQ2OS1hYWMwLTI3YTljYjIyM2FjOS5qcGciLCJ3aWR0aCI6Ijw9MTYwMCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.0_TgA3eFW8hbo9uguLPzZuOk-B42IfgKC6DCdybY3uw",Blue Moon,BisBiswas,1400,76,380000,4,"['black', 'blue', 'car', 'light', 'night', 'sky', 'trip', 'art', 'aesthetic', 'alone', 'artwork', 'beautiful', 'clouds', 'darkness', 'digitalart', 'digitaldrawing', 'digitalpainting', 'drawing', 'fantasy', 'illustration', 'landscape', 'midnight', 'moon', 'mountains', 'painting', 'scenery', 'travel', 'vibes', 'wallpaper', 'waves']",,Instagram 👉🏿 www.instagram.com/hereisbis/,1920x1080,193.87,2022-03-03T22:37:18.000Z,Hi! Is it possible to download this splendid work of art in a higher resolution?
